PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
202066,00,0,632,271,13687.0,1459,3612,0.403931,632,1826,0.346111,532,716,0.743016,257,1220,1477,1114,529,211,598,1217,4082
1628464,00,0,259,120,5010.0,765,1391,0.549964,125,373,0.33512,278,381,0.729658,410,871,1281,343,129,231,209,704,1933
202738,00,0,528,361,15230.0,3100,7123,0.435209,1014,2793,0.36305,2317,2656,0.872364,279,1012,1291,2604,465,56,1227,1112,9531
1629017,00,0,39,2,410.0,59,152,0.388157,24,76,0.315789,18,24,0.75,12,27,39,36,19,11,13,39,160
1629744,00,0,86,1,767.0,123,277,0.444043,74,179,0.413407,21,26,0.807692,16,89,105,41,14,1,30,56,341
202691,00,0,615,578,20338.0,4512,9822,0.459376,1798,4290,0.419114,1173,1384,0.847543,273,1857,2130,1416,561,332,1053,1313,11995
202684,00,0,673,472,18659.0,2513,4850,0.518144,9,35,0.257142,1213,1991,0.609241,2284,3548,5832,691,341,480,780,1557,6248
1629680,00,0,130,22,2585.0,214,508,0.421259,99,300,0.33,33,59,0.559322,74,157,231,142,198,118,83,268,560
201229,00,0,730,105,14198.0,1466,3538,0.414358,865,2320,0.372844,654,848,0.771226,545,1871,2416,650,272,215,462,1171,4451
1626157,00,0,408,408,13996.0,3488,6616,0.527206,629,1595,0.394357,1747,2092,0.835086,1254,3484,4738,1217,317,580,1064,1366,9352
1629018,00,0,134,47,3245.0,532,1276,0.416927,282,718,0.392757,123,158,0.778481,53,210,263,146,105,28,68,186,1469
1629019,00,0,88,4,1749.0,283,624,0.453525,71,185,0.383783,213,266,0.800751,37,189,226,147,31,18,138,146,850
200782,00,0,706,511,20549.0,1807,4308,0.419452,729,2030,0.359113,654,874,0.748283,1077,2926,4003,1000,829,225,697,1749,4997
1629730,00,0,34,0,230.0,29,61,0.475409,5,24,0.208333,33,42,0.785714,4,27,31,11,3,1,12,18,96
202323,00,0,705,295,18939.0,2748,6331,0.434054,270,917,0.294438,1058,1353,0.781966,388,2890,3278,2462,532,184,1267,1380,6824
1626167,00,0,389,356,11144.0,1868,3837,0.486838,330,938,0.351812,879,1142,0.769702,550,2032,2582,469,283,866,520,1132,4945
202685,00,0,621,592,15901.0,3193,5639,0.566235,98,274,0.357664,1521,1950,0.78,1727,4001,5728,634,249,642,962,1735,8005
1627756,00,0,232,45,4595.0,655,1662,0.394103,342,957,0.357366,74,94,0.787234,92,723,815,455,151,31,216,392,1726
1627832,00,0,283,134,7401.0,1174,2899,0.404967,551,1436,0.383704,536,627,0.854864,100,716,816,1270,328,96,387,527,3435
1629020,00,0,92,30,1255.0,157,263,0.596958,1,7,0.142857,65,114,0.570175,128,272,400,81,73,48,68,137,380
1629216,00,0,59,7,738.0,96,270,0.355555,52,176,0.295454,20,23,0.869565,10,51,61,73,26,2,35,85,264
203943,00,0,339,171,5683.0,640,1393,0.45944,92,299,0.307692,288,417,0.690647,470,1272,1742,257,137,136,267,610,1660
202696,00,0,668,607,20451.0,4851,9782,0.49591,452,1265,0.357312,1111,1469,0.756296,1745,5182,6927,1801,580,604,1156,1644,11265
1629731,00,0,75,19,1284.0,143,324,0.441358,80,217,0.368663,30,40,0.75,41,193,234,76,37,25,33,86,396
1629021,00,0,133,34,2003.0,320,666,0.48048,78,248,0.314516,192,235,0.817021,100,350,450,130,65,50,148,317,910
203079,00,0,419,211,11835.0,2106,5110,0.412133,575,1660,0.346385,718,1034,0.69439,166,942,1108,1163,391,113,761,813,5505
202689,00,0,704,659,23718.0,4826,11527,0.418669,1590,4415,0.360135,2741,3262,0.840282,401,2303,2704,3788,895,273,1522,1063,13983
1629022,00,0,138,50,2628.0,424,1012,0.418972,146,396,0.368686,109,141,0.773049,37,274,311,178,68,32,113,186,1103
202322,00,0,613,601,21832.0,4235,9833,0.430692,618,1912,0.323221,2614,3355,0.779135,347,2265,2612,5557,1018,427,2332,1335,11702
1627820,00,0,106,19,1639.0,216,508,0.425196,15,74,0.202702,102,152,0.671052,44,184,228,126,55,21,92,185,549
1628476,00,0,42,1,396.0,26,64,0.40625,17,41,0.414634,13,15,0.866666,4,28,32,43,14,3,7,28,82
202954,00,0,168,1,2765.0,327,766,0.426892,69,226,0.305309,240,265,0.90566,43,247,290,409,116,27,166,261,963
203933,00,0,332,236,9554.0,2124,4191,0.5068,247,692,0.356936,647,830,0.779518,449,923,1372,397,327,168,341,791,5142
1629023,00,0,122,118,3713.0,570,1275,0.447058,198,520,0.380769,196,281,0.697508,151,583,734,284,120,123,221,329,1534
1629139,00,0,83,4,1002.0,109,265,0.41132,41,114,0.359649,34,47,0.723404,47,163,210,53,35,21,27,77,293
1629682,00,0,37,4,356.0,48,133,0.360902,19,62,0.306451,24,25,0.96,5,28,33,78,25,3,42,30,139
1628778,00,0,37,2,384.0,48,108,0.444444,34,76,0.447368,12,17,0.705882,6,56,62,25,10,4,12,41,142
1629683,00,0,31,0,199.0,21,52,0.403846,2,11,0.181818,14,18,0.777777,4,14,18,19,11,3,15,26,58
201566,00,0,943,926,32746.0,7774,17772,0.437429,1063,3481,0.305372,5246,6639,0.790179,1580,5381,6961,8061,1624,293,3893,2451,21857
1629632,00,0,134,55,3830.0,687,1694,0.405548,296,830,0.356626,230,271,0.848708,56,458,514,503,87,21,265,296,1900
1628401,00,0,188,107,4607.0,715,1581,0.452245,219,614,0.356677,386,468,0.824786,88,515,603,640,141,145,237,396,2035
202355,00,0,446,324,11484.0,2472,4253,0.581236,8,26,0.307692,964,1598,0.603254,1442,3587,5029,300,249,1040,703,1162,5916
203952,00,0,525,525,18606.0,3809,8546,0.445705,680,1993,0.341194,1965,2689,0.730754,654,1670,2324,1232,519,348,1080,1140,10263
1629684,00,0,132,14,2181.0,195,458,0.425764,72,225,0.32,69,105,0.657142,107,249,356,132,62,60,106,324,531
1629140,00,0,39,6,552.0,84,144,0.583333,0,4,0.0,34,61,0.557377,72,91,163,21,9,15,21,78,202
1629026,00,0,151,60,3337.0,377,837,0.450418,129,370,0.348648,58,108,0.537037,190,488,678,292,127,57,134,326,941
101150,00,0,1067,122,26304.0,4922,11725,0.419786,1420,4044,0.351137,3975,4725,0.841269,415,1982,2397,3684,924,189,1853,1391,15239
101107,00,0,1072,828,30159.0,3928,8872,0.442741,1046,2894,0.361437,2063,2554,0.807752,1276,4270,5546,1373,824,577,1021,2155,10965
1629057,00,0,113,16,1656.0,286,397,0.720403,0,2,0.0,76,122,0.62295,200,367,567,128,74,166,83,192,648
1628430,00,0,10,0,50.0,5,16,0.3125,2,7,0.285714,2,2,1.0,2,4,6,6,3,1,3,6,14
1629627,00,0,85,85,2694.0,844,1397,0.604151,16,48,0.333333,483,707,0.683168,231,360,591,276,73,48,226,177,2187
1628391,00,0,142,5,1749.0,233,567,0.410934,96,292,0.328767,55,92,0.597826,79,357,436,103,35,42,77,169,617
1629685,00,0,31,0,513.0,57,130,0.438461,26,77,0.337662,21,27,0.777777,20,87,107,33,19,12,32,37,161
1626159,00,0,267,106,7357.0,930,2263,0.410958,200,617,0.324149,299,467,0.640256,265,1148,1413,708,242,101,408,638,2359
1626174,00,0,154,55,3153.0,712,1341,0.530947,144,388,0.371134,370,532,0.695488,224,711,935,144,83,125,190,225,1938
1626153,00,0,334,62,7125.0,958,2115,0.452955,232,663,0.349924,462,583,0.792452,272,826,1098,1058,381,129,352,390,2610
1629625,00,0,4,0,45.0,7,20,0.35,2,10,0.2,3,4,0.75,0,5,5,7,2,0,3,5,19
201152,00,0,1033,710,30933.0,5829,11624,0.501462,498,1504,0.331117,1370,2053,0.667316,2099,4038,6137,1899,1481,430,1532,2268,13526
1629027,00,0,204,204,6748.0,1558,3617,0.430743,497,1447,0.343469,1308,1519,0.861092,134,667,801,1807,190,35,858,355,4921
203469,00,0,467,273,10619.0,1535,2961,0.518405,32,141,0.22695,960,1316,0.729483,944,1880,2824,669,312,315,503,1225,4062
1627790,00,0,113,27,1517.0,273,470,0.580851,0,0,0.0,128,180,0.711111,150,296,446,64,22,40,82,170,674
1627826,00,0,284,151,4992.0,892,1518,0.587615,1,10,0.1,431,563,0.765541,587,1119,1706,290,76,227,268,605,2216
